tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
JBHT,5783,445658107,HUNT (JB) TRANSPRT SVCS INC,2030.0,203040.0,20.0,20304020.0,484121.0,4213.0,615.0,600.0,"J.B. Hunt Transport Services, Inc., together with its subsidiaries, provides surface transportation and delivery services in the continental United States, Canada, and Mexico."
JBL,28195,466313103,JABIL INC,4520.0,452030.0,45.0,45203020.0,334412.0,3672.0,357.0,925.0,"Jabil Inc. provides manufacturing services and solutions worldwide. The company operates in two segments, Electronics Manufacturing Services and Diversified Manufacturing Services. It offers electronics design, production, and product management services."
JCI,6268,G51502105,JOHNSON CONTROLS INTL PLC,2010.0,201020.0,20.0,20102010.0,333415.0,3585.0,355.0,925.0,"Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide. It operates through Building Solutions North America, Building Solutions EMEA/LA, Building Solutions Asia Pacific, and Global Products segments."
JEF,6682,47233W109,JEFFERIES FINANCIAL GRP INC,4020.0,402010.0,40.0,40201030.0,523110.0,6211.0,355.0,925.0,"Jefferies Financial Group Inc., a diversified financial services company, engages in investment banking and capital markets, asset management, and direct investing businesses in the Americas, Europe, the Middle East, Africa, and Asia."
JKHY,11811,426281101,HENRY (JACK) & ASSOCIATES,4510.0,451020.0,45.0,45102020.0,541512.0,7373.0,185.0,940.0,"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States."
JNJ,6266,478160104,JOHNSON & JOHNSON,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,280.0,905.0,"Johnson & Johnson researches and develops, manufactures, and sells various products in the health care field worldwide. It operates in three segments: Consumer, Pharmaceutical, and Medical Devices."
JNPR,121718,48203R104,JUNIPER NETWORKS INC,4520.0,452010.0,45.0,45201020.0,334118.0,3576.0,190.0,940.0,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide."
JNS,137232,47102X105,JANUS CAPITAL GROUP INC,4020.0,402030.0,40.0,40203010.0,523920.0,6282.0,823.0,800.0,"Janus Capital Group, Inc. is a privately owned asset manager. It also provides retirement planning, investment planning, tax planning, investment for college, and tax planning services to its clients."
JNY,24032,48020T101,JONES GROUP INC,2520.0,252030.0,25.0,25203010.0,315210.0,2330.0,465.0,976.0,"Premier Brands Group Holdings LLC designs, markets, and wholesales apparel, footwear, jeanswear, jewelry, and handbags in the United States and internationally."
JOY,13003,481165108,JOY GLOBAL INC,2010.0,201060.0,20.0,20106010.0,333131.0,3532.0,345.0,925.0,"Komatsu Mining Corp. manufactures and services mining equipment for the extraction of coal, copper, iron ore, oil sands, gold, and other minerals worldwide. It operates in two segments, Underground Mining Machinery and Surface Mining Equipment."
JPM,2968,46625H100,JPMORGAN CHASE & CO,4010.0,401010.0,40.0,40101010.0,522110.0,6020.0,850.0,800.0,"JPMorgan Chase & Co. operates as a financial services company worldwide. It operates in four segments: Consumer & Community Banking (CCB), Corporate & Investment Bank (CIB), Commercial Banking (CB), and Asset & Wealth Management (AWM)."
JWN,7922,655664100,NORDSTROM INC,2550.0,255030.0,25.0,25503010.0,448140.0,5651.0,430.0,976.0,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, cosmetics, and accessories for women, men, young adults, and children."
K,6375,487836108,KELLOGG CO,3020.0,302020.0,30.0,30202030.0,311230.0,2040.0,250.0,978.0,"Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa."
KBH,12689,48666K109,KB HOME,2520.0,252010.0,25.0,25201030.0,236117.0,1531.0,305.0,976.0,"KB Home operates as a homebuilding company in the United States. It operates through four segments: West Coast, Southwest, Central, and Southeast."
KEY,9783,493267108,KEYCORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"KeyCorp operates as the holding company for KeyBank National Association that provides various retail and commercial banking services in the United States. It operates in two segments, Consumer Bank and Commercial Bank."
KEYS,20232,49338L103,KEYSIGHT TECHNOLOGIES INC,4520.0,452030.0,45.0,45203010.0,334515.0,3825.0,,,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific."
KG,112033,495582108,KING PHARMACEUTICALS INC,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,283.0,905.0,"King Pharmaceuticals LLC develops, and markets prescription pharmaceutical products and animal health products worldwide."
KHC,5568,500754106,KRAFT HEINZ CO,3020.0,302020.0,30.0,30202030.0,31142.0,2030.0,250.0,978.0,"The Kraft Heinz Company, together with its subsidiaries, manufactures and markets food and beverage products in the United States, Canada, the United Kingdom, and internationally."
KIM,24731,49446R109,KIMCO REALTY CORP,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Kimco Realty Corp. (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is one of North America's largest publicly traded owners and operators of open-air, grocery-anchored shopping centers and mixed-use assets."
KLAC,6304,482480100,KLA CORP,4530.0,453010.0,45.0,45301010.0,333314.0,3827.0,247.0,940.0,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide."
KMB,6435,494368103,KIMBERLY-CLARK CORP,3030.0,303010.0,30.0,30301010.0,322121.0,2621.0,320.0,978.0,"Kimberly-Clark Corporation, together with its subsidiaries, manufactures and markets personal care and consumer tissue products worldwide. It operates through three segments: Personal Care, Consumer Tissue, and K-C Professional."
KMI,6310,49456B101,KINDER MORGAN INC,1010.0,101020.0,10.0,10102040.0,486210.0,4923.0,710.0,700.0,"Kinder Morgan, Inc. operates as an energy infrastructure company in North America. The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments."
KMX,64410,143130102,CARMAX INC,2550.0,255040.0,25.0,25504050.0,441120.0,5500.0,449.0,976.0,"CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance."
KO,3144,191216100,COCA-COLA CO,3020.0,302010.0,30.0,30201030.0,312111.0,2086.0,145.0,978.0,"The Coca-Cola Company, a beverage company, manufactures, markets, and sells various nonalcoholic beverages worldwide. The company provides sparkling soft drinks; water, enhanced water, and sports drinks; juice, dairy, and plant-based beverages; tea and coffee; and energy drinks."
KR,6502,501044101,KROGER CO,3010.0,301010.0,30.0,30101030.0,445110.0,5411.0,440.0,978.0,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores."
KRFT,12978,50076Q106,KRAFT FOODS GROUP INC,3020.0,302020.0,30.0,30202030.0,311.0,2000.0,,,"As of July 2, 2015, Kraft Foods Group, Inc was acquired by The Kraft Heinz Company. Kraft Foods Group, Inc. operates as a consumer packaged food and beverage company. It operates through six segments: Cheese, Refrigerated Meals, Beverages, Meals & Desserts, Enhancers & Snack Nuts, and Canada."
KSE,6799,49337W100,KEYSPAN CORP,5510.0,551030.0,55.0,55103010.0,22111.0,4931.0,705.0,700.0,"KeySpan Corporation operates as a public utility holding company that distributes natural gas to customers in New York City, Long Island, and Massachusetts. It provides energy services and supply capacity to produce energy for the use of Long Island Power Authority's customers."
KSS,25283,500255104,KOHL'S CORP,2550.0,255030.0,25.0,25503010.0,452210.0,5311.0,430.0,976.0,"Kohl's Corporation operates as a retail company in the United States. Its stores and Website offer apparel, footwear, accessories, beauty, and home products. The company provides its products primarily under the brand names of Apt."
KSU,6335,485170302,KANSAS CITY SOUTHERN,2030.0,203040.0,20.0,20304010.0,482111.0,4011.0,610.0,600.0,"Kansas City Southern, a transportation holding company, provides domestic and international rail transportation services in North America."
L,6781,540424108,LOEWS CORP,4030.0,403010.0,40.0,40301040.0,524126.0,6331.0,830.0,800.0,Loews Corporation provides commercial property and casualty insurance in the United States and internationally.
LB,6733,501797104,L BRANDS INC,2550.0,255040.0,25.0,25504010.0,448190.0,5600.0,452.0,976.0,"L Brands, Inc. operates as a specialty retailer of women's intimate and other apparel, personal care, and beauty and home fragrance products. The company operates in three segments: Victoria's Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International."
LDOS,165123,525327102,LEIDOS HOLDINGS INC,4510.0,451020.0,45.0,45102010.0,541512.0,7373.0,,,"Leidos Holdings, Inc. provides services and solutions in the defense, intelligence, civil, and health markets in the United States and internationally. It operates through three segments: Defense Solutions, Civil, and Health."
LEG,6649,524660107,LEGGETT & PLATT INC,2520.0,252010.0,25.0,25201020.0,337910.0,2510.0,315.0,976.0,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide. It operates through three segments: Bedding Products; Furniture, Flooring & Textile Products; and Specialized Products."
LEN,6669,526057104,LENNAR CORP,2520.0,252010.0,25.0,25201030.0,236117.0,1531.0,305.0,976.0,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments."
LH,14960,50540R409,LABORATORY CP OF AMER HLDGS,3510.0,351020.0,35.0,35102015.0,621511.0,8071.0,292.0,905.0,"Laboratory Corporation of America Holdings operates as an independent clinical laboratory company worldwide. It operates in two segments, LabCorp Diagnostics (LCD) and Covance Drug Development."
LHX,5492,502431109,L3HARRIS TECHNOLOGIES INC,2010.0,201010.0,20.0,20101010.0,334511.0,3812.0,220.0,925.0,"L3Harris Technologies, Inc., an aerospace and defense technology company, provides mission-critical solutions for government and commercial customers worldwide."
LIFE,23627,002120202,ATYR PHARMA INC,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,,,"aTyr Pharma, Inc., a biotherapeutics company, engages in the discovery and development of medicines based on novel immunological pathways in the United States."
LIN,25124,G5494J103,LINDE PLC,1510.0,151010.0,15.0,15101040.0,325120.0,2810.0,160.0,970.0,"Linde plc operates as an industrial gas company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene."
LKQ,155394,501889208,LKQ CORP,2550.0,255010.0,25.0,25501010.0,423140.0,5010.0,,,"LKQ Corporation, together with its subsidiaries, distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. It operates in three segments: North America, Europe, and Specialty."
LLL,110685,502413107,L3 TECHNOLOGIES INC,2010.0,201010.0,20.0,20101010.0,334511.0,3812.0,180.0,940.0,"L3 Technologies, Inc. provides aircraft sustainment, simulation and training, night vision and image intensification equipment, and security and detection systems used on military, homeland security, and commercial platforms in the United States and internationally."
LLTC,12216,535678106,LINEAR TECHNOLOGY CORP,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"As of March 10, 2017, Linear Technology Corporation was acquired by Analog Devices, Inc. Linear Technology Corporation designs, manufactures, and markets a line of analog integrated circuits worldwide."
LLY,6730,532457108,LILLY (ELI) & CO,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,285.0,905.0,"Eli Lilly and Company discovers, develops, manufactures, and markets pharmaceutical products worldwide. It offers endocrinology products for diabetes; osteoporosis in postmenopausal women and men; and human growth hormone deficiency and paediatric growth conditions."
LM,6653,524901105,LEGG MASON INC,4020.0,402030.0,40.0,40203010.0,523920.0,6282.0,822.0,800.0,"Legg Mason, Inc. is a publicly owned asset management holding company."
LMT,6774,539830109,LOCKHEED MARTIN CORP,2010.0,201010.0,20.0,20101010.0,336414.0,3760.0,110.0,925.0,"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide."
LNC,6742,534187109,LINCOLN NATIONAL CORP,4030.0,403010.0,40.0,40301020.0,524113.0,6311.0,825.0,800.0,"Lincoln National Corporation, through its subsidiaries, operates multiple insurance and retirement businesses in the United States. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection."
LNT,11554,018802108,ALLIANT ENERGY CORP,5510.0,551010.0,55.0,55101010.0,22111.0,4931.0,705.0,700.0,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services in the Midwest region of the United States. It operates through three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other."
LO,147175,544147101,LORILLARD INC,3020.0,302030.0,30.0,30203010.0,312230.0,2111.0,470.0,978.0,"Lorillard, LLC, through its subsidiaries, manufactures and sells cigarettes in the United States. It operates through two segments, Cigarettes and Electronic Cigarettes."
LOW,6829,548661107,LOWE'S COS INC,2550.0,255040.0,25.0,25504030.0,444110.0,5211.0,450.0,976.0,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States, Canada, and Mexico. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating."
LRCX,6565,512807108,LAM RESEARCH CORP,4530.0,453010.0,45.0,45301010.0,333242.0,3559.0,247.0,940.0,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits worldwide."
LSI,60914,53223X107,LIFE STORAGE INC,6010.0,601010.0,60.0,60101080.0,531130.0,6798.0,850.0,800.0,"Life Storage, Inc. is a self-administered and self-managed equity REIT that is in the business of acquiring and managing self-storage facilities. Located in Buffalo, New York, the Company operates more than 900 storage facilities in 30 states and in the province of Ontario, Canada."
LUMN,2884,156700106,CENTURYLINK INC,5010.0,501010.0,50.0,50101010.0,517311.0,4813.0,715.0,974.0,"Lumen Technologies, Inc., a facilities-based communications company, provides various integrated services under 'CenturyLink' name to business and residential customers in the United States and internationally."
LUV,9882,844741108,SOUTHWEST AIRLINES,2030.0,203020.0,20.0,20302010.0,481111.0,4512.0,605.0,600.0,Southwest Airlines Co. operates a passenger airline that provides scheduled air transportation services in the United States and near-international markets.
LVLT,13440,52729N308,LEVEL 3 COMMUNICATIONS INC,5010.0,501010.0,50.0,50101010.0,517110.0,4813.0,463.0,974.0,"Level 3 Parent, LLC provides various integrated communications services for enterprise, government, wholesale, and small and medium business customers in North America, Latin America, Europe, the Asia Pacific, the Middle East, and Africa."
LVS,161844,517834107,LAS VEGAS SANDS CORP,2530.0,253010.0,25.0,25301010.0,721120.0,7990.0,,,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Asia and the United States."
LW,28790,513272104,LAMB WESTON HOLDINGS INC,3020.0,302020.0,30.0,30202030.0,311411.0,2030.0,,,"Lamb Weston Holdings, Inc. produces, distributes, and markets value-added frozen potato products worldwide. It operates through four segments: Global, Foodservice, Retail, and Other."
LXK,61552,529771107,LEXMARK INTL INC  -CL A,4520.0,452020.0,45.0,45202030.0,334118.0,3577.0,188.0,940.0,"Lexmark International, Inc., together with its subsidiaries, operates as a developer, manufacturer, and supplier of printing, imaging, device management, and document workflow solutions."
LYB,294524,N53745100,LYONDELLBASELL INDUSTRIES NV,1510.0,151010.0,15.0,15101010.0,325220.0,2820.0,,,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, Mexico, Italy, France, Japan, China, the Netherlands, and internationally."
LYV,165746,538034109,LIVE NATION ENTERTAINMENT,5020.0,502020.0,50.0,50202010.0,711320.0,7900.0,,,"Live Nation Entertainment, Inc. operates as a live entertainment company. It operates through Concerts, Ticketing, and Sponsorship & Advertising segments."
M,4611,55616P104,MACY'S INC,2550.0,255030.0,25.0,25503010.0,452210.0,5311.0,430.0,976.0,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands."
MA,160225,57636Q104,MASTERCARD INC,4510.0,451020.0,45.0,45102020.0,522320.0,6099.0,,,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and services in the United States and internationally."
MAA,29649,59522J103,MID-AMERICA APT CMNTYS INC,6010.0,601010.0,60.0,60101060.0,531110.0,6798.0,850.0,800.0,"MAA, an S&P 500 company, is a real estate investment trust, or REIT, focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities throughout the United States."
MAC,29868,554382101,MACERICH CO,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Macerich is a fully integrated, self-managed and self-administered real estate investment trust, which focuses on the acquisition, leasing, management, development and redevelopment of regional malls throughout the United States."
MAR,28930,571903202,MARRIOTT INTL INC,2530.0,253010.0,25.0,25301020.0,721110.0,7011.0,310.0,976.0,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. The company operates through North American Full-Service, North American Limited-Service, and Asia Pacific segments."
MAS,7085,574599106,MASCO CORP,2010.0,201020.0,20.0,20102010.0,332913.0,3430.0,155.0,976.0,"Masco Corporation designs, manufactures, and distributes home improvement and building products in North America, Europe, and internationally. The company operates through two segments, Plumbing Products and Decorative Architectural Products."
MAT,7116,577081102,MATTEL INC,2520.0,252020.0,25.0,25202010.0,339930.0,3942.0,475.0,976.0,"Mattel, Inc., a children's entertainment company, designs and produces toys and consumer products worldwide. The company operates through North America, International, and American Girl segments."
MBI,13561,55262C100,MBIA INC,4030.0,403010.0,40.0,40301040.0,524126.0,6351.0,835.0,800.0,"MBIA Inc. provides financial guarantee insurance services to public finance markets. It operates through United States (U.S.) Public Finance Insurance, and International and Structured Finance Insurance segments."
MCD,7154,580135101,MCDONALD'S CORP,2530.0,253010.0,25.0,25301040.0,722513.0,5812.0,420.0,978.0,"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. Its restaurants offer various food products and beverages, as well as breakfast menu. As of December 31, 2019, the company operated 38,695 restaurants."
MCHP,27965,595017104,MICROCHIP TECHNOLOGY INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia."
MCK,7171,58155Q103,MCKESSON CORP,3510.0,351020.0,35.0,35102010.0,424210.0,5122.0,217.0,978.0,"McKesson Corporation provides pharmaceuticals and medical supplies in the United States and internationally. It operates through four segments: U.S. Pharmaceutical, Prescription Technology Solutions, International, and Medical-Surgical Solutions. The U.S."
MCO,139665,615369105,MOODY'S CORP,4020.0,402030.0,40.0,40203040.0,561450.0,7323.0,850.0,800.0,"Moody's Corporation provides credit ratings and assessment services; and credit, capital markets, and economic research, data, and analytical tools worldwide. It operates through two segments, Moody's Investors Service and Moody's Analytics."
MDLZ,142953,609207105,MONDELEZ INTERNATIONAL INC,3020.0,302020.0,30.0,30202030.0,311821.0,2052.0,250.0,978.0,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products worldwide."
MDP,7260,589433101,MEREDITH CORP,5020.0,502010.0,50.0,50201040.0,511120.0,2721.0,410.0,976.0,"Meredith Corporation operates as a diversified media company primarily in the United States. It operates in two segments, National Media and Local Media."
MDT,7228,G5960L103,MEDTRONIC PLC,3510.0,351010.0,35.0,35101010.0,334510.0,3845.0,300.0,905.0,"Medtronic plc develops, manufactures, distributes, and sells device-based medical therapies to hospitals, physicians, clinicians, and patients worldwide."
MEDI,24008,584699102,MEDIMMUNE INC,3520.0,352010.0,35.0,35201010.0,325414.0,2836.0,147.0,905.0,"MedImmune, LLC researches, develops, and explores medicines for unmet medical needs. It provides medicines in the areas of respiratory, inflammation, and autoimmunity; cardiovascular and metabolic disease; oncology; neuroscience; and infection."
MEE,141400,576206106,MASSEY ENERGY CO,1010.0,101020.0,10.0,10102050.0,212112.0,1220.0,360.0,970.0,"Alpha Appalachia Holdings, Inc., through its subsidiaries, operates coal mines and processing facilities primarily in the United States."
MER,7267,590188108,MERRILL LYNCH & CO INC,4020.0,402030.0,40.0,40203020.0,523110.0,6211.0,822.0,800.0,"As of October 1, 2013, Merrill Lynch & Co., Inc. was acquired by Bank of America Corporation. Merrill Lynch & Co. Inc., through its subsidiaries, provides investment, financing, and other related services to individuals and institutions in the United States and internationally."
MET,133768,59156R108,METLIFE INC,4030.0,403010.0,40.0,40301020.0,524113.0,6311.0,825.0,800.0,"MetLife, Inc. engages in the insurance, annuities, employee benefits, and asset management businesses worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings."
MFE,25783,579064106,MCAFEE INC,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,185.0,940.0,"McAfee LLC develops and delivers security solutions and services that protect systems, networks, and mobile devices for business and personal use in the United States and internationally."
MGM,14418,552953101,MGM RESORTS INTERNATIONAL,2530.0,253010.0,25.0,25301010.0,721120.0,7990.0,262.0,976.0,"MGM Resorts International, through its subsidiaries, owns and operates integrated casino, hotel, and entertainment resorts in the United States and Macau. The company operates through three segments: Las Vegas Strip Resorts, Regional Operations, and MGM China."
MHK,25119,608190104,MOHAWK INDUSTRIES INC,2520.0,252010.0,25.0,25201020.0,314110.0,2273.0,467.0,976.0,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for remodeling and new constructions of residential and commercial spaces in the United States, Europe, Russia, and internationally."
MHS,7186,58405U102,MEDCO HEALTH SOLUTIONS INC,3510.0,351020.0,35.0,35102015.0,446110.0,5912.0,447.0,976.0,"Medco Health Solutions, Inc. is a healthcare company provides clinically-driven pharmacy services for private and public employers, health plans, labor unions and government agencies, and individuals. Medco Health Solutions, Inc. was formerly known as Merck-Medco Managed Care, L.L.C."
MJN,180833,582839106,MEAD JOHNSON NUTRITION CO,3020.0,302020.0,30.0,30202030.0,311514.0,2020.0,,,"Mead Johnson Nutrition Company manufactures and sells infant formula, children's nutrition, and other nutritional products."
MKC,7146,579780206,MCCORMICK & CO INC,3020.0,302020.0,30.0,30202030.0,311942.0,2090.0,250.0,978.0,"McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. The company operates in two segments, Consumer and Flavor Solutions."
MKTX,158742,57060D108,MARKETAXESS HOLDINGS INC,4020.0,402030.0,40.0,40203040.0,523210.0,6200.0,,,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform that enables fixed-income market participants to trade corporate bonds and other types of fixed-income instruments worldwide."
MLM,29733,573284106,MARTIN MARIETTA MATERIALS,1510.0,151020.0,15.0,15102010.0,212313.0,1400.0,202.0,970.0,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy building materials to the construction industry in the United States and internationally."
MMC,7065,571748102,MARSH & MCLENNAN COS,4030.0,403010.0,40.0,40301010.0,524210.0,6411.0,330.0,800.0,"Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide. It operates in two segments, Risk and Insurance Services, and Consulting."
MMI,19000,566324109,MARCUS & MILLICHAP INC,6010.0,601020.0,60.0,60102040.0,531210.0,6531.0,,,"Marcus & Millichap, Inc., an investment brokerage company, provides real estate investment brokerage and financing services to sellers and buyers of commercial real estate in the United States and Canada."
MMM,7435,88579Y101,3M CO,2010.0,201050.0,20.0,20105010.0,322220.0,2670.0,355.0,925.0,"3M Company develops, manufactures, and markets various products worldwide. It operates through four business segments: Safety and Industrial, Transportation and Electronics, Health Care, and Consumer."
MNST,24316,61174X109,MONSTER BEVERAGE CORP,3020.0,302010.0,30.0,30201030.0,312111.0,2086.0,145.0,978.0,"Monster Beverage Corporation, through its subsidiaries, develops, markets, sells, and distributes energy drink beverages and concentrates in the United States and internationally. It operates through three segments: Monster Energy Drinks, Strategic Brands, and Other."
MO,8543,02209S103,ALTRIA GROUP INC,3020.0,302030.0,30.0,30203010.0,312230.0,2111.0,470.0,978.0,"Altria Group, Inc., through its subsidiaries, manufactures and sells cigarettes, smokeless products, and wine in the United States."
MOLX,7506,608554101,MOLEX INC,4520.0,452030.0,45.0,45203020.0,334417.0,3678.0,220.0,925.0,"Molex, LLC designs, develops, and manufactures electronic components and solutions."
MON,140760,61166W101,MONSANTO CO,1510.0,151010.0,15.0,15101030.0,111.0,100.0,167.0,970.0,"Monsanto Company, together with its subsidiaries, provides agricultural products for farmers worldwide. It operates in two segments, Seeds and Genomics, and Agricultural Productivity."
MOS,162129,61945C103,MOSAIC CO,1510.0,151010.0,15.0,15101030.0,3253.0,2870.0,,,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes."
MPC,186989,56585A102,MARATHON PETROLEUM CORP,1010.0,101020.0,10.0,10102030.0,324110.0,2911.0,,,"Marathon Petroleum Corporation, together with its subsidiaries, engages in refining, marketing, retailing, and transporting petroleum products primarily in the United States. It operates through three segments: Refining & Marketing, Retail, and Midstream."
MRK,7257,58933Y105,MERCK & CO,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,285.0,905.0,"Merck & Co., Inc. provides healthcare solutions worldwide."
MRO,7017,565849106,MARATHON OIL CORP,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,385.0,935.0,Marathon Oil Corporation operates as an independent exploration and production company in the United States and Equatorial Guinea.
MS,12124,617446448,MORGAN STANLEY,4020.0,402030.0,40.0,40203020.0,523110.0,6211.0,850.0,800.0,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia."
MSCI,178507,55354G100,MSCI INC,4020.0,402030.0,40.0,40203040.0,523930.0,6282.0,,,"MSCI Inc., together with its subsidiaries, provides investment decision support tools for the clients to manage their investment processes worldwide. The company operates through four segments: Index, Analytics, ESG, and Real Estate."
MSFT,12141,594918104,MICROSOFT CORP,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,185.0,940.0,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide."
MSI,7585,620076307,MOTOROLA SOLUTIONS INC,4520.0,452010.0,45.0,45201020.0,334220.0,3663.0,180.0,940.0,"Motorola Solutions, Inc. provides mission-critical communication solutions the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Services and Software."
MTB,4699,55261F104,M & T BANK CORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,817.0,800.0,"M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services."
MTD,65772,592688105,METTLER-TOLEDO INTL INC,3520.0,352030.0,35.0,35203010.0,334516.0,3826.0,345.0,925.0,"Mettler-Toledo International Inc. manufactures and supplies precision instruments and services worldwide. It operates in five segments: U.S. Operations, Swiss Operations, Western European Operations, Chinese Operations, and Other."
MTG,24379,552848103,MGIC INVESTMENT CORP/WI,4010.0,401020.0,40.0,40102010.0,524126.0,6351.0,835.0,800.0,"MGIC Investment Corporation, through its subsidiaries, provides private mortgage insurance, other mortgage credit risk management solutions, and ancillary services to lenders and government sponsored entities in the United States, Puerto Rico, and Guam."
MTW,6994,563571405,MANITOWOC CO,2010.0,201060.0,20.0,20106010.0,333923.0,3530.0,345.0,925.0,"The Manitowoc Company, Inc. provides engineered lifting equipment for the construction industry in the Americas, Europe, Africa, the Middle East, and the Asia Pacific."
MU,7343,595112103,MICRON TECHNOLOGY INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit."
MUR,7620,626717102,MURPHY OIL CORP,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,380.0,935.0,"Murphy Oil Corporation operates as an oil and natural gas exploration and production company in the United States, Canada, and internationally. It explores for and produces crude oil, natural gas, and natural gas liquids."
MWV,11446,583334107,MEADWESTVACO CORP,1510.0,151030.0,15.0,15103020.0,322130.0,2631.0,400.0,970.0,"WestRock MWV, LLC provides packaging solutions to the healthcare, beauty and personal care, food, beverage, home and garden, tobacco, and agricultural industries worldwide."
